waiting_minutes,detour_km,hour_of_day,day_of_week,dist_to_rider_km,boarded,demand
5.385028327858564,0.563639413446805,19,3,0.563639413446805,0,5
0.2853830985384513,0.028365015704481245,22,4,0.1515628387395024,0,0
5.611998123897661,0.2113473070364194,17,5,0.2113473070364194,0,4
1.1217675118644985,0.24228497656917974,14,4,0.24228497656917974,1,1
0.40358358527582544,0.2770881145054961,20,2,0.29182126280653053,0,1
17.842126761041584,0.3168188776500393,14,4,0.32923188981879126,1,2
20.223782054767035,0.4381821914784385,10,3,0.4381821914784385,1,2
9.91398943687726,0.21103863236590192,10,4,0.34258730146313077,0,2
2.1797271598125496,0.32780573739062513,6,4,0.40401695815863903,0,0
0.6166638900150374,0.29097542193518966,11,0,0.29097542193518966,0,1
6.9165045785919705,0.11482201922176999,10,1,0.11482201922176999,0,3
3.48054505551239,0.27726666218371293,14,4,0.27726666218371293,0,1
0.7809134037266918,0.2712680940205764,22,0,0.31993582147720967,0,0
4.101283368804901,0.2669838869993908,19,2,0.4150402042386251,0,2
0.2099623286608745,0.30635189131629015,19,4,0.3566404835646314,0,1
14.402537324358143,0.3151347081226772,12,6,0.47641728819957396,0,1
1.7967466610441165,0.21354096417853394,22,6,0.21354096417853394,1,1
6.517534791389882,0.554542946794253,15,4,0.554542946794253,0,1
2.241279489945742,0.06610387415939664,15,1,0.06610387415939664,0,1
4.404665375455371,0.15580597830602072,14,3,0.22902153210360598,1,4
4.747342787890785,0.8559927248447112,17,0,0.8559927248447112,0,4
1.2263315970474344,0.09240172900215399,7,3,0.10405581682776809,0,1
20.95684279641736,0.02924906505804825,15,2,0.02924906505804825,1,1
8.953472262828845,0.4468953490002435,9,4,0.4468953490002435,0,1
16.830566515749496,0.0,9,1,0.11526860061146976,1,2
13.512911985205179,0.2529452180055122,19,3,0.4394634239348141,0,1
5.46632647429965,0.7291649850152977,9,3,0.7291649850152977,0,3
15.29661227561643,0.0,16,6,0.0,1,0
0.5559327537186938,0.0,14,4,0.08631786919213008,0,2
1.3088081677876047,0.00016375960846032322,7,4,0.15660001654110295,0,3
0.2776917941209917,0.4796719136693971,10,3,0.5906933456739987,0,2
2.3611925208185207,0.5249553439971625,6,3,0.7194800335617626,0,1
2.9527817507653116,0.19748224060429823,10,2,0.31403302978074177,0,2
1.8993626592529542,0.43664248080021373,17,2,0.519223745189661,0,0
10.587347191445604,0.5780510655023979,10,0,0.7050772227779254,0,2
2.647361997179221,0.6574692828859652,18,5,0.7036410896178047,0,0
1.9788170408054953,0.2507329437640303,6,6,0.2648651383882603,0,0
4.694442499246476,0.0,7,6,0.05956368377984864,0,1
0.9113888869237732,0.13582421551806262,12,0,0.19050877292331145,0,4
9.722901574648388,0.21463916101294844,18,5,0.21463916101294844,0,1
0.46485521286785403,0.24821224068432188,14,3,0.30340192563970714,0,3
26.004878037523916,0.2624281197982561,18,5,0.28162633030435824,1,0
8.876902657449069,0.5237789195861339,13,2,0.5758114821913927,1,0
1.3292366430353157,0.5548856853375163,7,1,0.5606974465954266,0,6
0.03322452225561285,0.2656652692150433,10,2,0.3093163609323164,0,0
10.139380664916755,0.5196969752103637,8,4,0.5535767267824601,0,1
7.3625754443222675,0.37153227332621785,19,4,0.37153227332621785,1,1
7.833977452727994,0.3129011945725143,9,1,0.3129011945725143,0,1
8.85128715626108,0.48130883142199277,12,1,0.48130883142199277,0,3
0.46157559308277807,0.31445040964758314,12,4,0.45780175217798946,0,1
2.663356034497395,0.7115622354195525,9,4,0.7115622354195525,0,2
0.738900627626698,0.012317766641088135,14,0,0.04612325942464071,0,2
11.931177429949336,0.19696582018159642,6,4,0.19696582018159642,1,1
5.857807150274244,0.27469622060920995,12,1,0.27469622060920995,1,1
2.410912807507806,0.3878905380915981,13,2,0.3878905380915981,0,4
0.3940083948286973,0.5535920974206178,7,0,0.5547744346205896,0,0
2.234930102462122,0.2951202865527687,14,4,0.2951202865527687,0,3
2.359885279104788,0.015554070098758532,7,3,0.06705971863211635,1,0
7.8472547037464455,0.46850277929100087,19,1,0.5039491015513954,1,2
6.08933615355612,0.4509917532283929,10,3,0.4509917532283929,0,1
13.093511474409087,0.0,10,1,0.14653009122156974,1,1
3.834396800257859,0.2992391732658401,14,0,0.33862965407826107,0,4
0.7642343616930114,0.0,11,5,0.09042762002306692,0,0
7.494758065899596,0.16706978049958748,14,3,0.20649610140662664,0,3
8.582356518461184,0.11943821460744003,12,0,0.16020751964210098,1,2
4.943324969314973,0.46185293964839713,18,2,0.46185293964839713,0,3
8.843339800328188,0.32336603483443677,7,2,0.32336603483443677,1,7
4.084888389061668,0.04288179984879448,21,3,0.04288179984879448,1,0
4.438073032663603,0.47601319259146846,21,1,0.47601319259146846,0,2
3.346885163450564,0.013238835214317124,18,0,0.013238835214317124,1,1
0.15448664394068237,0.3660227580941887,16,1,0.4579390592243364,0,4
0.685004611151195,0.13719786614168883,10,1,0.13835020792929395,1,2
0.19160208775832294,0.226864583493896,11,3,0.226864583493896,0,0
6.070377305565296,0.4008541496076768,16,4,0.4491624753712607,0,0
2.264380252770599,0.4042898798119058,14,1,0.4042898798119058,0,2
4.26262306280514,0.5673938147111921,20,6,0.6265975271787222,1,1
14.287593179075852,0.28354926006570935,19,0,0.28354926006570935,1,3
1.72043293789979,0.36129017259266816,7,0,0.5511980532300241,0,1
3.1696918492960355,0.21245253551913507,15,2,0.21245253551913507,1,2
8.4524948852315,0.3363979765245595,6,3,0.3363979765245595,0,0
1.5588309415043642,0.3878972096017023,13,4,0.3878972096017023,0,1
0.48062567130105815,0.28033803050912476,7,6,0.28033803050912476,0,3
2.0528418233223427,0.0,9,0,0.21692166850095465,0,2
1.0548501510003772,0.3662941792661791,19,6,0.3662941792661791,0,0
15.929700515283749,0.3729122954710914,21,4,0.3729122954710914,0,0
9.905322482907417,0.1639653047304098,14,2,0.22682166209596616,0,3
6.0209651431231865,0.04312259278549713,14,5,0.04312259278549713,1,1
12.30911838312488,0.5951758301007931,15,0,0.5951758301007931,1,2
9.767813644443338,0.3982891021788804,11,6,0.3982891021788804,0,2
1.2389728581518344,0.25418379381565803,12,1,0.25418379381565803,1,5
13.384880431413366,0.07259342337050251,10,5,0.1884886381578646,1,3
4.650599411797032,0.1356370343157308,22,3,0.1356370343157308,1,0
9.884089747821397,0.5605180793572463,16,5,0.5670603274789248,1,1
13.585455895717388,0.3275323881736092,10,4,0.35399491804340727,1,1
2.2963842985099108,0.18988258659985868,10,0,0.20541547407320213,0,0
0.699552960743105,0.40193784624493123,15,0,0.40193784624493123,0,1
1.5521204768362882,0.13712036251073523,12,4,0.13712036251073523,1,3
3.3423461564916863,0.6001686060560757,21,0,0.6001686060560757,0,1
10.22297835983367,0.570560106979345,10,1,0.570560106979345,1,2
11.828069831278999,0.20668518575944467,15,5,0.23786013507229725,1,2
0.04185845508990388,0.1742659505938279,6,3,0.2922634198391098,0,1
4.289256956031334,0.0,14,5,0.0060533977240931226,1,5
3.241639925512028,0.0036838456897263505,8,3,0.0036838456897263505,0,1
1.507004029654947,0.032106045008448714,15,4,0.032106045008448714,0,1
0.7660823492738809,0.32703806819747716,12,4,0.3566405801939122,1,1
2.4714514791745947,0.23475325911172806,13,2,0.23475325911172806,0,2
17.1787267361469,0.030932902516951688,14,5,0.030932902516951688,1,1
2.3423028172888465,0.24376719150708853,19,3,0.24376719150708853,1,3
4.3887168345609116,0.4010674295294697,10,0,0.4010674295294697,0,2
7.284521861285129,0.40556786998311745,12,0,0.42654191257626833,0,5
2.711846993801774,0.0,16,3,0.040316695460006984,0,2
21.406788829750198,0.2743473039032338,8,5,0.3793816653401939,0,2
19.69205918724839,0.023331844605677887,17,2,0.023331844605677887,0,0
1.7403677699532318,0.4803457394280548,14,0,0.4803457394280548,0,0
4.125955670783084,0.4568292832706997,14,2,0.5803611909155938,0,2
2.1475827604742808,0.1203945547351083,22,1,0.20837272522530975,0,1
2.0114980582864903,0.14679095951992,19,5,0.2757641638436583,1,1
0.22550686659313518,0.20774658990033854,7,3,0.3015810433046093,0,3
5.642952425895559,0.0,22,0,0.24351800329182083,0,5
4.191117796977831,0.36719363468811533,7,1,0.4416533690282677,0,1
0.31710652428235486,0.24543109073197383,18,4,0.24543109073197383,0,2
1.9597555260622161,0.49403501651357185,21,5,0.5684643847217979,0,1
14.333165706536043,0.08031815640748946,16,0,0.11745088378578454,1,5
1.6431633128524623,0.17617541035001366,17,2,0.17617541035001366,0,4
0.9391851659128185,0.0,19,6,0.0,0,2
4.033632656841817,0.09914188730114934,16,4,0.09914188730114934,1,2
25.46422189569156,0.06360360078635618,12,1,0.06360360078635618,1,1
1.6628688813583572,0.49919473576928913,14,4,0.49919473576928913,0,2
6.69093006178376,0.1603476302497215,7,4,0.16836812994465333,0,3
8.603325757436778,0.3248351369489227,11,2,0.3248351369489227,0,3
1.6279990340148347,0.22384731922763912,18,1,0.22384731922763912,0,4
7.816493570953897,0.046106946797437376,14,4,0.046106946797437376,1,3
2.751136795585824,0.2663399153656715,14,0,0.2663399153656715,0,3
6.003022486390628,0.4198206663727189,6,0,0.49386735349204336,0,0
6.0230269628258295,0.058448121491329524,12,1,0.058448121491329524,0,3
4.604311499714093,0.46182255814627576,19,5,0.4656352101948875,0,0
0.5677749528697258,0.13005581570446073,7,1,0.22408536109261357,1,2
10.821868765477781,0.20340321478543183,14,4,0.20340321478543183,1,4
2.3208617620043794,0.40613662460200955,19,0,0.49506703413217695,0,2
1.2385926396453393,0.1673127685561024,12,4,0.20363823560360714,1,3
0.24977855876607122,0.30751497186717314,13,0,0.3958261341703973,0,2
5.362670427567501,0.23706183424238148,6,6,0.3337167710252864,1,0
6.791110405604093,0.3258736013407637,7,1,0.37710933453688467,0,2
0.10036168535082371,0.0,16,4,0.0,1,2
4.30578350729693,0.0,7,0,0.049787519893070745,0,0
1.5409448823297458,0.42319340120936766,19,3,0.42319340120936766,0,4
6.216746049286152,0.5074362811298101,18,1,0.5452825226273251,0,1
1.1496253352348025,0.11790265929369573,21,4,0.1975891423331147,0,2
7.045275165406315,0.25119432956577314,21,1,0.25119432956577314,0,2
2.9337522058866106,0.3589438505804603,12,0,0.48755773431939275,1,7
16.562062906825844,0.4386435203317408,7,3,0.4386435203317408,1,1
0.8876664806356737,0.0,9,1,0.03834884718529878,0,1
2.5027946039710303,0.12279195060432455,14,2,0.12279195060432455,0,1
0.7226657102219785,0.233484124030025,17,0,0.233484124030025,0,2
15.517142382904343,0.44062803944720985,19,3,0.5620048654722648,1,1
12.590002242965964,0.7996860967442989,9,2,0.7996860967442989,0,3
1.7899642203689334,0.2543988546380564,7,5,0.35320874656932866,0,0
6.4725764342634875,0.018604507579202234,14,6,0.018604507579202234,0,2
10.196904435835329,0.3804536154402596,19,0,0.3804536154402596,0,0
4.860794164119048,0.564199157908142,17,2,0.7373743637384716,0,4
4.525676461163677,0.3216028241959002,6,3,0.3216028241959002,1,0
1.6612622726274189,0.11867029096914142,13,4,0.13004340052244226,0,1
0.5863568428496444,0.4915987882960038,11,0,0.4915987882960038,1,2
13.650739351167136,0.43270912369968695,16,3,0.43270912369968695,1,3
13.84064656589056,0.0947838311608751,22,1,0.1488943463434888,1,2
6.016019516897309,0.3762851235068684,22,2,0.4183904534247938,0,3
2.4842790588679433,0.4994531135317745,14,6,0.5888813669442561,1,3
2.5774056948698636,0.5363780085117787,18,1,0.5363780085117787,1,1
7.7667925783627085,0.2867102049381088,10,6,0.2867102049381088,0,4
13.644584094643513,0.22838411076413623,15,3,0.28558882568263755,1,1
13.08679541637968,0.5454547644162525,7,2,0.6761105957432262,1,2
9.081373151585419,0.057967899403822964,7,0,0.057967899403822964,0,2
6.16386416140623,0.38771585818420107,6,1,0.38771585818420107,0,2
0.5273503571765044,0.025994674527114126,16,1,0.025994674527114126,1,3
1.057765288100469,0.5130752544519206,7,1,0.5130752544519206,1,0
13.729383001065035,0.2483908968777677,16,0,0.2483908968777677,0,2
5.594963681793537,0.5537166471294939,20,2,0.5914747557816373,0,0
0.055437633665966456,0.3982825512711054,7,5,0.47126239795319635,0,1
0.641981408615696,0.055355953987614004,6,0,0.10936818579526064,0,1
6.534974323741446,0.5849255464154487,12,6,0.5849255464154487,0,4
0.030446622310782018,0.6102490532855459,20,4,0.7381750262245763,0,1
1.0518948966251944,0.47645729851984314,16,0,0.47645729851984314,0,4
4.77418707683359,0.147682426992756,13,0,0.147682426992756,0,1
7.0638917199288755,0.2387972091285182,6,2,0.24211278465367347,0,1
6.332648892811492,0.3290854434811519,16,1,0.3290854434811519,0,2
1.523699203848147,0.15925792013371332,6,3,0.15925792013371332,1,1
7.472503733391234,0.638469314492641,9,1,0.6866180753368489,0,0
1.6249425543168354,0.32886529434520734,16,1,0.32886529434520734,1,5
2.361809453508507,0.0,18,0,0.0,0,1
8.234145309994744,0.3678711625512441,14,6,0.3678711625512441,0,1
6.292642885816608,0.23036852063653734,17,1,0.31792046145150277,1,2
11.351736464780405,0.2850146887763104,7,1,0.34840912062041646,1,1
6.430879729018574,0.22627612684286008,9,0,0.3067260428830712,0,4
5.040265833523544,0.46140928332133746,16,5,0.4765227227920859,0,3
0.5901423686904629,0.5239375557106762,12,1,0.5415111810483915,0,4
2.7504978432421203,0.35661063245173075,17,4,0.47310916415846743,1,1
1.848960887152987,0.23213776257236818,10,1,0.23213776257236818,1,0
1.6782012219745277,0.2917325590381659,15,1,0.41069541879086147,0,1
21.673856436977555,0.30391992331552564,18,0,0.3211150893709107,1,0
2.9963249822401425,0.1395139920270326,9,3,0.14442760877460573,0,3
13.356331267491136,0.415785729714247,20,2,0.415785729714247,0,0
5.984006314418899,0.3920084647720932,7,0,0.5130785721667337,0,4
9.502951516130398,0.6080882479553347,22,1,0.6924601846488125,1,2
4.190611946332623,0.551069956057695,16,4,0.551069956057695,1,2
5.16093541584951,0.16286501648197393,9,4,0.19531494637728186,1,2
4.069760600050161,0.46405967490179295,6,1,0.46405967490179295,1,1
1.303289371951431,0.10980932338110566,16,2,0.10980932338110566,0,0
7.690570818394823,0.4391864201881699,16,2,0.4391864201881699,0,2
1.9774642101975777,0.19667716024797843,21,0,0.21234122274031847,1,0
0.14769888648413168,0.09534935532488309,10,3,0.11603705692210518,1,1
6.221812717771643,0.3560090685394809,13,5,0.38305297276652084,0,2
1.169601421348936,0.0,12,2,0.0,1,2
16.92649888363982,0.0,22,4,0.0,1,0
18.46537447672814,0.26450162324514337,10,2,0.26450162324514337,1,0
14.781059307803048,0.31648835332696845,16,0,0.41272829029507063,0,0
2.7737243789842,0.2261362459683622,6,1,0.2261362459683622,1,2
0.09346389223166629,0.0,16,6,0.03984855126564158,1,3
15.813140743991339,0.13642163157229886,7,0,0.13642163157229886,1,4
3.353629662318368,0.3782418654474788,7,2,0.4355838387321401,0,2
20.405052096732337,0.4163563541256725,10,6,0.4315093660961175,1,0
19.882412856781233,0.29675537648081174,7,1,0.29675537648081174,1,0
11.504322103076515,0.5313667562073978,11,4,0.5879117433229729,0,1
2.0926564090329616,0.3794794046918468,21,4,0.3794794046918468,0,0
2.9177515925921615,0.15050886920835754,17,2,0.15050886920835754,0,3
11.428359914868478,0.24389958931767652,7,3,0.2667754464218213,1,1
2.2868773885843026,0.019426768558429064,19,3,0.13493191193241777,1,3
1.1143116977745287,0.27837220192171663,19,3,0.27837220192171663,0,1
4.882421952361367,0.5224201238442677,14,0,0.5598419920909009,1,0
16.50776082484225,0.4370580169421936,12,2,0.45820934564772514,1,5
7.144953586547623,0.5804018651838244,12,2,0.5804018651838244,1,2
5.064674018613934,0.23942295124020135,7,1,0.23942295124020135,1,1
0.6133691840959373,0.5692199589028515,7,5,0.5692199589028515,0,1
5.727184293106307,0.26133915471040603,16,3,0.3115801971702803,0,1
27.663418487077905,0.5943170165139788,7,5,0.5943170165139788,1,0
0.9055235198535849,0.2956286505115753,12,1,0.2956286505115753,0,3
4.382971949889022,0.4414462747608553,16,1,0.4414462747608553,0,1
12.591651827404768,0.5950224728619711,16,5,0.6929725174393144,0,1
8.10020549012202,0.26131447428375887,14,4,0.3779969268397641,0,1
7.164446551810038,0.3436777975088348,12,5,0.3436777975088348,0,5
7.2737253373469395,0.5577726850412604,7,4,0.5701001095424981,0,4
2.6729540538896948,0.2733993672139873,7,5,0.3260295478590727,0,1
2.085372505602571,0.03582154349876776,14,2,0.08351384346668311,0,1
9.944247043558274,0.728601410916982,18,6,0.728601410916982,0,1
9.967969194522173,0.20604710713257263,6,5,0.36664626240930803,0,0
12.107700284207489,0.3317512101875085,19,2,0.4577046346406739,0,1
14.667695771019819,0.5312013338902254,9,2,0.5312013338902254,0,2
4.296559421597422,0.17830121925375964,17,6,0.17830121925375964,1,2
4.177106265307195,0.09842641735557395,18,4,0.13217865254634187,0,3
9.605699593850925,0.35074745935496665,10,6,0.3985606591278421,1,2
6.298314449326801,0.0,17,0,0.0050115136859844745,0,3
7.263303891069102,0.24241878462641595,19,3,0.2560938962566129,0,2
9.531716849725228,0.3490077328630812,7,5,0.5020521663551766,0,4
13.243940858080602,0.24600962063496717,22,0,0.40173078016801156,0,0
2.474894442825925,0.0,6,0,0.0780063058137187,1,0
2.825620732365338,0.6188355912408025,14,1,0.7110455057714351,0,2
0.5921762351241633,0.32070763078983505,7,6,0.4059402732284649,0,6
5.180484159656608,0.5862304235523482,7,5,0.5862304235523482,0,1
0.21962462526514198,0.24799274996391105,19,4,0.2929341125116178,0,4
3.759641689092658,0.1239976036618472,8,1,0.15001450905179164,1,1
4.693767514122756,0.35383618405103195,19,5,0.4768506294662838,1,2
2.025783961887135,0.25684257473435607,11,2,0.28606155472600325,0,2
5.361795180877052,0.06444770840172837,16,1,0.1503323555914842,1,3
0.18585037260884726,0.5939568517574991,16,4,0.5939568517574991,0,3
0.2283809956967363,0.17554595542120077,8,1,0.244898615312597,0,5
10.376108217228815,0.0,16,4,0.02719534405749153,0,1
2.6795101452464682,0.5656332107914666,10,5,0.5656332107914666,0,0
0.815334247784568,0.19914039683747534,12,4,0.27159584728317376,0,1
4.431921529674094,0.17843522147687513,7,3,0.2823638748115991,1,1
8.81788764267441,0.0,22,5,0.0,1,0
1.45870802057942,0.6481882973193982,10,3,0.6481882973193982,0,4
5.8513177119389574,0.042103882558062466,12,2,0.06575894037765524,0,4
0.5352661739393837,0.31168989614112996,16,3,0.3511560191588429,0,1
0.31839057546185645,0.4825240645080881,22,3,0.4825240645080881,0,1
4.547453643753125,0.3843433866006194,10,4,0.4130609649533819,1,2
4.667462656168453,0.28806913760156166,21,1,0.28806913760156166,0,0
6.087224689227695,0.0,12,1,0.0,0,2
7.769763377500105,0.1380550328465432,16,0,0.15605172511412868,0,1
22.341342052199956,0.3375600676085044,14,1,0.3375600676085044,0,0
4.357746715382138,0.1425651860026007,11,4,0.19981865732138765,0,1
2.3401182846358726,0.34067189199975356,17,0,0.34067189199975356,0,0
9.513923878396117,0.4363486817630283,12,2,0.47164793644281977,1,1
1.8951087926168237,0.4925005771600203,14,3,0.6098505663213974,0,0
3.467900587639808,0.05476412843746331,19,4,0.05476412843746331,0,0
0.4902310115020194,0.7393292109957909,10,2,0.7393292109957909,0,1
0.15406565724884627,0.4534958689108261,22,0,0.578400114918442,0,1
19.72427953961161,0.2996571692661872,21,4,0.3562699694945187,0,1
10.846605852690375,0.5179073166153281,12,5,0.5179073166153281,1,3
7.14385639679605,0.7730815543999947,12,5,0.9201024273446746,0,4
3.1551578667908515,0.012255979788626081,19,0,0.012255979788626081,1,3
1.1418392168526523,0.25494747150172925,10,0,0.25494747150172925,1,2
1.0207244494371248,0.0,10,4,0.0,0,3
1.7280359347595016,0.3385303065296049,8,3,0.394525107344346,0,1
4.780743889879887,0.37307884838502814,7,1,0.37307884838502814,1,3
7.523095726660655,0.2921675769114481,6,3,0.42670453486928833,0,1
6.47634209818079,0.169093285800338,12,2,0.169093285800338,0,1
1.9704735683339756,0.0,9,0,0.04570754671072764,1,0
18.58862099133784,0.3747067366823537,18,3,0.3789012354501556,1,2
8.034104429251357,0.591086896783065,21,3,0.6426086716867725,1,2
4.849382891587988,0.18179630885331358,15,4,0.22206570700195746,1,2
5.67618283222461,0.388011985804629,6,6,0.3972411326552052,0,0
3.2642271931923084,0.0,19,3,0.0,1,4
1.7079677536443811,0.3914426127385028,19,2,0.4173899215389495,0,3
2.6400847759386745,0.22132354045106856,16,1,0.3462326454165161,0,2
8.509091086540279,0.1475164098794171,20,2,0.1475164098794171,1,0
0.08698847832482566,0.14792727175677386,9,4,0.14792727175677386,0,2
0.7402823534398563,0.221277683593398,7,0,0.28630999199628343,0,2
0.28256626171512317,0.3764866631385071,18,6,0.40250357885548366,0,2
0.24948871150375457,0.037567359760896424,7,3,0.17275205648384082,0,3
11.605218201693951,0.22057693368642942,6,0,0.2752161426401854,0,1
7.29744367020413,0.29170564440017044,12,4,0.4162731839090251,0,5
3.856707566477354,0.08019215509362815,6,0,0.25341958733671427,0,0
0.6177415106868795,0.6593330403350035,18,6,0.6593330403350035,0,2
4.059107794783399,0.12930090398773167,9,1,0.12930090398773167,0,3
3.848701992566227,0.1661126172733019,10,5,0.27671334031782574,0,3
1.1411682768013498,0.1043384100355004,16,4,0.11232344428557377,0,1
3.4133947878139432,0.6596960174276235,7,6,0.6596960174276235,0,1
3.0500196874992413,0.4105810457198963,7,0,0.4105810457198963,0,4
5.740334597478807,0.11268159875127154,11,1,0.11268159875127154,0,2
6.048687216245472,0.5212463117719938,10,1,0.5212463117719938,1,0
0.2781739441232084,0.34013973885777565,14,1,0.405073236455645,0,5
2.8163040279303693,0.3514506842223003,10,2,0.3514506842223003,1,2
5.898749968696372,0.23110455824950943,7,2,0.23110455824950943,0,3
4.196636715646738,0.15011680260860533,18,1,0.23808414148739537,0,0
11.648096719052631,0.36755321981092026,9,1,0.36755321981092026,0,0
6.449848584329986,0.19098255400088193,15,2,0.3037888411665849,1,2
1.067117212603844,0.6633511259150209,21,0,0.7301759464072961,0,1
0.43909461753744505,0.046141778951379164,6,3,0.09081613186250771,0,0
6.170364882653347,0.6072313545709891,9,3,0.6072313545709891,0,1
0.16121443600436658,0.27773623024043986,10,1,0.27773623024043986,0,3
5.288084266843744,0.35981714680422117,18,0,0.35981714680422117,0,1
16.903532732322912,0.4666315533258869,7,5,0.4666315533258869,0,2
5.1406946734652665,0.17395014099911274,15,2,0.17395014099911274,0,3
2.9478041533434434,0.4728496769397273,8,2,0.5583300231201955,0,1
6.1849629470698915,0.0,12,2,0.2011780017323468,0,1
3.6777358443065475,0.15600209335561216,15,4,0.1678932261208814,0,0
4.732886163457921,0.1151874385317869,6,2,0.11843617972776423,0,0
17.028762877397995,0.04929879752564764,11,3,0.04929879752564764,1,0
2.927565164101123,0.25700903238420975,17,5,0.34668584087583815,0,0
19.494551169040523,0.37714999363633894,14,5,0.37714999363633894,0,1
14.145457102619515,0.4405319996998611,14,1,0.4596537693473589,1,3
1.3073775656427,0.3481753514400815,16,2,0.5322368044002431,1,1
0.43130493181894214,0.16686130702129062,11,1,0.18325372649137683,0,3
0.6373520128897813,0.37380328756503345,9,3,0.37380328756503345,0,0
0.11033932708340222,0.32485713897017016,6,3,0.47817974140361846,0,2
0.5952300699345249,0.48721123358720325,9,0,0.6780264801541329,0,2
6.893249235463003,0.4553873405863033,21,3,0.6056751650287469,0,2
0.44309776167856213,0.3060952827841258,6,0,0.3060952827841258,0,1
2.304943129769211,0.12054939876774862,19,2,0.20519510474592273,1,3
11.181156240583663,0.1694099688335838,14,3,0.32151502787254316,0,4
0.14128201908426904,0.19004212807239332,16,3,0.19004212807239332,0,0
10.107183037115751,0.23694673321674883,12,6,0.23694673321674883,1,2
1.986500801037777,0.35361008551795065,22,6,0.39588550614418383,0,0
0.7545007189746458,0.4430348780256117,13,2,0.4430348780256117,1,2
7.1589324506394805,0.2897762613969245,14,0,0.2897762613969245,1,4
5.9483950585993215,0.3032249575800945,19,4,0.3032249575800945,0,2
12.59649488452168,0.3286612610000007,10,5,0.3286612610000007,0,4
7.969761472586402,0.19681893737353198,7,4,0.19681893737353198,0,1
9.76197483596387,0.11492154847140876,17,4,0.13052577901496412,1,2
1.9880031738404313,0.0,7,1,0.02853721050692275,0,2
1.1719997762426817,0.16097012838462552,15,1,0.16097012838462552,0,1
8.332538376032549,0.3946290906535574,14,6,0.4335938488834067,0,2
9.865255099460517,0.1594177123920865,16,1,0.17789158246552433,1,0
27.942029340841383,0.25243859251481204,21,2,0.25243859251481204,1,0
3.19247612491563,0.3932862574824634,10,0,0.39604861449766093,0,1
2.7914634717703963,0.40413789928453375,8,1,0.4311053450725973,0,5
8.987727020061522,0.08409342956679217,7,5,0.12096583910375361,0,0
2.5004020255845187,0.4994118712907283,14,1,0.588491549546357,0,4
16.020827546395957,0.525470017871097,6,3,0.6072437891742922,1,1
11.729034942997494,0.07403002855628801,8,4,0.07842303551817381,1,2
3.362133656652958,0.13523262607176917,14,1,0.13523262607176917,0,1
8.338708298972767,0.5382181366292383,11,2,0.5382181366292383,1,1
8.427797921130104,0.2706292957489398,19,6,0.2916752119327769,1,0
0.6530251128403082,0.0,16,0,0.12919795719109337,0,4
13.970674085205792,0.020063699053462725,20,6,0.020063699053462725,0,2
4.222244938540526,0.25012607496550376,9,6,0.2604507920985612,1,2
10.50799534513998,0.0673914699430796,11,0,0.0673914699430796,0,2
2.3144125569870497,0.21731524587271173,12,3,0.24503043700695734,1,2
13.552743087275557,0.30647924273671573,12,3,0.30647924273671573,1,2
2.9579307243610273,0.5924509208069457,10,0,0.6838431578214369,0,2
0.06538083969105288,0.24190921675444219,22,3,0.24190921675444219,0,0
14.147443781774722,0.5145083599145518,11,1,0.5145083599145518,0,2
0.5743536632908515,0.5857520324073541,9,3,0.6254703572463883,0,2
2.3079218003102335,0.5868619338704152,20,5,0.6193247840190714,0,0
